QuestionId,Time,FpogX,FpogY,Valid
0,5356.70557,0.2711,0.33716,0
0,5356.7207,0.24414,0.31564,0
0,5356.73633,0.1984,0.28231,0
0,5356.75293,0.20504,0.29748,0
0,5356.76855,0.20725,0.30253,0
0,5356.78711,0.21106,0.29715,1
0,5356.80322,0.21643,0.28939,1
0,5356.81982,0.22,0.28423,1
0,5356.83691,0.22006,0.2884,1
0,5356.85352,0.21881,0.29035,1
0,5356.86768,0.21783,0.29187,1
0,5356.88525,0.21581,0.29338,1
0,5356.90039,0.21478,0.29658,1
0,5356.91797,0.21392,0.29925,1
0,5356.93604,0.21577,0.28741,1
0,5356.95264,0.22391,0.26895,1
0,5356.96631,0.23097,0.25295,1
0,5356.98291,0.23507,0.23308,1
0,5357.00049,0.24719,0.18606,0
0,5357.021,0.2673,0.06821,0
0,5357.0376,0.27442,0.03081,0
0,5357.05029,0.29565,-0.04341,0
0,5357.06592,0.30327,-0.04,0
0,5357.0835,0.30193,-0.04537,0
0,5357.09766,0.29881,-0.05076,1
0,5357.11426,0.29694,-0.05399,1
0,5357.13086,0.29775,-0.0608,1
0,5357.14648,0.29762,-0.06623,1
0,5357.16895,0.29752,-0.07031,1
0,5357.18115,0.2979,-0.06442,1
0,5357.19922,0.30001,-0.06329,1
0,5357.21582,0.30173,-0.06236,1
0,5357.229,0.30674,-0.03878,1
0,5357.24512,0.31095,-0.01701,1
0,5357.26221,0.31455,0.00166,1
0,5357.27783,0.31618,0.01808,1
0,5357.29688,0.32607,0.06019,0
0,5357.31299,0.34569,0.15412,0
0,5357.32813,0.34325,0.17394,0
0,5357.34521,0.3539,0.23485,0
0,5357.36133,0.35597,0.23887,0
0,5357.37744,0.36122,0.23515,0
0,5357.39648,0.35926,0.2296,1
0,5357.41064,0.35808,0.22628,1
0,5357.42627,0.3551,0.22882,1
0,5357.44434,0.35354,0.23745,1
0,5357.4624,0.35237,0.24391,1
0,5357.47754,0.35264,0.2493,1
0,5357.49316,0.35204,0.24658,1
0,5357.5083,0.35141,0.24328,1
0,5357.52441,0.34967,0.24248,1
0,5357.54102,0.34681,0.23773,1
0,5357.55713,0.34436,0.23366,1
0,5357.57373,0.34284,0.23067,1
0,5357.59033,0.34262,0.2275,1
0,5357.60645,0.34252,0.22542,1
0,5357.62451,0.34259,0.22655,1
0,5357.6416,0.34109,0.23521,1
0,5357.65918,0.33975,0.243,1
0,5357.67529,0.33975,0.243,1
0,5357.69141,0.33975,0.243,1
0,5357.70654,0.33975,0.243,1
0,5357.72656,0.33134,0.24239,0
0,5357.73975,0.33134,0.24239,0
0,5357.75635,0.33134,0.24239,0
0,5357.77393,0,0,0
0,5357.79004,0,0,0
0,5357.80615,0,0,0
0,5357.82275,0,0,0
0,5357.83936,0,0,0
0,5357.85547,0,0,0
0,5357.87207,0,0,0
0,5357.88867,0,0,0
0,5357.90479,0.15712,0.19554,0
0,5357.92139,0.28564,0.14208,0
0,5357.93555,0.269,0.02868,0
0,5357.95117,0.26346,-0.00913,0
0,5357.9707,0.25557,-0.0955,0
0,5357.98633,0.25245,-0.08622,0
0,5358.00244,0.25141,-0.08313,0
0,5358.01953,0.25588,-0.06719,1
0,5358.03564,0.26405,-0.06441,1
0,5358.05127,0.26949,-0.06256,1
0,5358.06787,0.27021,-0.05552,1
0,5358.08398,0.27267,-0.05157,1
0,5358.10059,0.27484,-0.04643,1
0,5358.11719,0.27668,-0.04431,1
0,5358.13281,0.27925,-0.03877,1
