QuestionId,Time,FpogX,FpogY,Valid
0,72.63355,0.38948,0.29345,1
0,72.64951,0.38937,0.29252,1
0,72.6663,0.38916,0.29158,1
0,72.68281,0.38876,0.2917,1
0,72.69884,0.38839,0.29182,1
0,72.71443,0.38793,0.29335,1
0,72.73138,0.38759,0.29422,1
0,72.74781,0.37577,0.31862,0
0,72.76418,0.36793,0.30772,0
0,72.78216,0.36592,0.30852,0
0,72.79728,0.36492,0.30892,1
0,72.81356,0.36714,0.30707,1
0,72.82998,0.36917,0.30305,1
0,72.84667,0.37062,0.30018,1
0,72.86253,0.37456,0.30423,1
0,72.87923,0.37892,0.30049,1
0,72.89646,0.38241,0.2975,1
0,72.91203,0.38005,0.29552,1
0,72.9285,0.37919,0.29978,1
0,72.9454,0.37846,0.30339,1
0,72.96121,0.37965,0.30868,1
0,72.97768,0.38159,0.31185,1
0,72.99416,0.38329,0.31462,1
0,73.01077,0.38291,0.31142,1
0,73.02713,0.38211,0.31072,1
0,73.04356,0.3814,0.31009,1
0,73.06007,0.3827,0.30777,1
0,73.07637,0.38258,0.30754,1
0,73.0931,0.38247,0.30734,1
0,73.10931,0.3835,0.30765,1
0,73.1256,0.38299,0.30801,1
0,73.14198,0.38252,0.30834,1
0,73.15816,0.38318,0.30777,1
0,73.17461,0.38331,0.30744,1
0,73.1909,0.38343,0.30713,1
0,73.20754,0.38302,0.30814,1
0,73.22415,0.38276,0.3094,1
0,73.24087,0.38252,0.31058,1
0,73.25683,0.38212,0.31017,1
0,73.27349,0.38164,0.31043,1
0,73.29073,0.3812,0.31067,1
0,73.30646,0.38085,0.31149,1
0,73.32349,0.38055,0.31243,1
0,73.33984,0.38028,0.31331,1
0,73.3559,0.38051,0.31284,1
0,73.37254,0.38046,0.31133,1
0,73.38878,0.38042,0.3099,1
0,73.40501,0.37931,0.30516,1
0,73.42171,0.36764,0.27631,0
0,73.43775,0.35521,0.18127,0
0,73.45368,0.35515,0.14173,0
0,73.47041,0.35096,0.07329,0
0,73.48708,0.35302,0.07214,0
0,73.50361,0.3455,0.07899,0
0,73.52011,0.34278,0.07452,1
0,73.53655,0.34115,0.07185,1
0,73.5526,0.33619,0.05872,1
0,73.56777,0.33135,0.04415,1
0,73.58427,0.32772,0.03321,1
0,73.60054,0.32612,0.0303,1
0,73.61765,0.32222,0.02755,1
0,73.63358,0.31903,0.0253,1
0,73.65092,0.31899,0.02126,1
0,73.66744,0.31729,0.01907,1
0,73.68369,0.31583,0.01719,1
0,73.69901,0.31594,0.01475,1
0,73.71552,0.3109,0.01122,1
0,73.73264,0.292,-0.01845,0
0,73.74992,-0.06554,-0.5136,0
0,73.76701,-0.03912,-0.39183,0
0,73.78496,-0.12789,-0.41918,0
0,73.79915,-0.05786,-0.21888,0
0,73.8166,-0.02749,-0.13354,0
0,73.83282,0.03166,0.0423,0
0,73.84882,0.06773,0.12522,0
0,73.86393,0.13243,0.22383,0
0,73.88132,0.2088,0.3436,0
0,73.89777,0.29837,0.38401,0
0,73.9131,0.3212,0.36532,0
0,73.92974,0.37176,0.33397,0
0,73.94592,0.36641,0.29507,0
0,73.96342,0.36683,0.28185,0
0,73.97969,0.36703,0.27524,1
0,73.99606,0.367,0.26843,1
0,74.01255,0.36958,0.26175,1
0,74.02885,0.37143,0.25698,1
0,74.04701,0.36947,0.25677,1
0,74.06382,0.3753,0.26265,1
0,74.08013,0.37996,0.26736,1
0,74.09643,0.39567,0.2774,1
0,74.11095,0.40794,0.28827,1
0,74.12734,0.41832,0.29747,1
0,74.14415,0.42701,0.30361,1
0,74.16041,0.43621,0.30774,1
0,74.17766,0.47,0.32339,0
0,74.19279,0.52333,0.34469,0
0,74.2096,0.53218,0.3499,0
0,74.22683,0.53661,0.3525,1
0,74.24218,0.54289,0.35925,1
0,74.2589,0.54832,0.36382,1
0,74.27617,0.55219,0.36708,1
0,74.29146,0.55522,0.3733,1
0,74.30826,0.55692,0.37868,1
0,74.32506,0.55829,0.38299,1
0,74.34071,0.55873,0.3823,1
0,74.35773,0.56193,0.38357,1
0,74.37392,0.56465,0.38464,1
0,74.38998,0.56468,0.38459,1
0,74.40704,0.56545,0.38438,1
0,74.42337,0.56613,0.3842,1
0,74.43935,0.56849,0.38617,1
0,74.45592,0.57113,0.3853,1
0,74.4725,0.5735,0.38452,1
0,74.48853,0.57615,0.38316,1
0,74.50627,0.57813,0.38276,1
0,74.5219,0.57992,0.38238,1
0,74.53774,0.58126,0.38252,1
0,74.55563,0.58208,0.38258,1
0,74.57108,0.58284,0.38264,1
0,74.5876,0.58404,0.38239,1
0,74.60473,0.58529,0.38263,1
0,74.62021,0.61355,0.38107,0
0,74.63631,0.61105,0.39268,0
0,74.65395,0.61826,0.37432,0
0,74.66986,0.62186,0.36515,1
0,74.68562,0.61704,0.36493,1
0,74.70277,0.59232,0.34794,1
0,74.72146,0.57465,0.33581,1
0,74.73817,0.54566,0.31319,1
0,74.7542,0.5236,0.29584,1
0,74.77055,0.50596,0.28195,1
0,74.78631,0.49464,0.27207,1
0,74.80373,0.48461,0.26579,1
0,74.82008,0.47611,0.26047,1
0,74.83591,0.44242,0.22911,0
0,74.85235,0.40076,0.18705,0
0,74.87052,0.38687,0.17303,0
0,74.88541,0.38547,0.18222,1
0,74.90179,0.38229,0.18074,1
0,74.91782,0.38017,0.17975,1
0,74.93483,0.37758,0.17891,1
0,74.95152,0.37391,0.17075,1
0,74.96776,0.37105,0.1644,1
0,74.98407,0.36473,0.14521,1
0,75.00027,0.35833,0.13076,1
0,75.01849,0.35299,0.11873,1
0,75.0331,0.35194,0.10813,1
0,75.04979,0.3501,0.10033,1
0,75.06779,0.34851,0.09356,1
0,75.08195,0.33315,0.0599,0
0,75.09895,0.36717,0.09751,0
0,75.11544,0.37851,0.11004,0
0,75.13141,0.45391,0.21948,0
0,75.14634,0.51192,0.31366,0
0,75.16309,0.53126,0.34505,0
0,75.17841,0.57063,0.40521,0
0,75.19541,0.5795,0.40483,0
0,75.21211,0.58246,0.40471,0
0,75.22763,0.58143,0.40517,1
0,75.24464,0.58196,0.40711,1
0,75.2616,0.58232,0.40839,1
0,75.27695,0.57937,0.40439,1
0,75.29388,0.58025,0.40587,1
0,75.31033,0.58093,0.40702,1
0,75.32638,0.58092,0.40431,1
0,75.34322,0.57886,0.4027,1
0,75.35978,0.57714,0.40136,1
0,75.37574,0.57827,0.39964,1
0,75.39292,0.57754,0.39851,1
0,75.40932,0.5769,0.39753,1
0,75.42509,0.56535,0.38105,1
0,75.44419,0.5546,0.36458,1
0,75.46066,0.52642,0.3207,0
0,75.47664,0.45958,0.20522,0
0,75.49405,0.43149,0.17064,0
0,75.50985,0.38112,0.09757,0
0,75.52614,0.3781,0.07414,0
0,75.54398,0.37805,0.07551,0
0,75.55904,0.37802,0.0762,1
0,75.57538,0.37859,0.09113,1
0,75.59221,0.38051,0.0963,1
0,75.60872,0.38187,0.1,1
0,75.62538,0.40019,0.12608,1
0,75.63918,0.41628,0.1578,1
0,75.65582,0.42915,0.18317,1
0,75.67151,0.43989,0.20235,1
0,75.68859,0.4486,0.21768,1
0,75.7049,0.45597,0.23065,1
0,75.72103,0.47655,0.2702,0
0,75.73782,0.50507,0.33185,0
0,75.75384,0.51458,0.35241,0
0,75.77257,0.53149,0.39475,0
0,75.7868,0.53108,0.40665,0
0,75.80325,0.53094,0.41062,0
0,75.81971,0.53391,0.41963,1
0,75.83593,0.53755,0.42952,1
0,75.85453,0.53998,0.43612,1
0,75.87087,0.54686,0.43429,1
0,75.88788,0.54976,0.4385,1
0,75.90388,0.55202,0.44178,1
0,75.92024,0.55272,0.44191,1
0,75.93731,0.5544,0.44134,1
0,75.95302,0.5558,0.44086,1
0,75.96957,0.55671,0.44346,1
0,75.98595,0.55734,0.44313,1
0,76.00256,0.55789,0.44284,1
0,76.01846,0.55844,0.44485,1
0,76.03609,0.55865,0.44403,1
0,76.05219,0.55885,0.4433,1
0,76.06783,0.55922,0.44275,1
0,76.08472,0.55888,0.44361,1
0,76.10159,0.55858,0.44439,1
0,76.11762,0.55942,0.44364,1
0,76.13493,0.55959,0.44553,1
0,76.15028,0.55974,0.44726,1
0,76.16621,0.55971,0.44802,1
0,76.18331,0.56015,0.44557,1
0,76.20004,0.56056,0.4433,1
0,76.2157,0.5601,0.44273,1
0,76.23276,0.56036,0.4438,1
0,76.24911,0.5606,0.4448,1
0,76.26505,0.56082,0.44614,1
0,76.28214,0.561,0.44576,1
0,76.29839,0.56117,0.44539,1
0,76.31486,0.56317,0.44637,1
0,76.33099,0.56466,0.44727,1
0,76.34785,0.56608,0.44812,1
0,76.36419,0.5673,0.44918,1
0,76.38074,0.56942,0.44986,1
0,76.39671,0.5959,0.46669,0
0,76.41275,0.59866,0.46065,0
0,76.43006,0.61041,0.4724,0
0,76.44592,0.61628,0.47828,1
0,76.46208,0.61799,0.47637,1
0,76.47937,0.61648,0.47174,1
0,76.49535,0.6154,0.46842,1
0,76.51122,0.61535,0.46746,1
0,76.52808,0.61411,0.47498,1
0,76.54494,0.61311,0.48099,1
0,76.56142,0.61432,0.48037,1
0,76.57831,0.6154,0.48079,1
0,76.59479,0.61631,0.48115,1
0,76.60979,0.61684,0.48046,1
0,76.62641,0.61632,0.47872,1
0,76.64304,0.61586,0.47719,1
0,76.659,0.61525,0.48035,1
0,76.67669,0.61646,0.47975,1
0,76.69238,0.61755,0.47922,1
