QuestionId,Time,FpogX,FpogY,Valid
0,5681.34082,0.57189,0.64356,1
0,5681.35645,0.57298,0.64691,1
0,5681.37256,0.57397,0.64999,1
0,5681.38867,0.57387,0.65052,1
0,5681.40576,0.57399,0.6511,1
0,5681.42188,0.5741,0.65163,1
0,5681.43896,0.57433,0.65363,1
0,5681.4541,0.57361,0.65372,1
0,5681.4707,0.57293,0.65407,1
0,5681.48877,0.57309,0.6552,1
0,5681.50537,0.57291,0.65671,1
0,5681.52148,0.57302,0.68851,0
0,5681.5376,0.57636,0.68479,0
0,5681.55615,0.58147,0.69225,0
0,5681.57227,0.58381,0.69836,1
0,5681.58838,0.58298,0.70648,1
0,5681.60449,0.58845,0.71773,1
0,5681.62109,0.59247,0.72499,1
0,5681.63623,0.59133,0.72148,1
0,5681.6543,0.59044,0.71971,1
0,5681.66943,0.58978,0.71764,1
0,5681.68506,0.58076,0.69964,1
0,5681.70313,0.56709,0.6728,1
0,5681.71826,0.55552,0.65009,1
0,5681.73438,0.54313,0.61741,1
0,5681.75195,0.52088,0.56248,0
0,5681.76855,0.45602,0.37261,0
0,5681.78564,0.43487,0.31304,0
0,5681.80029,0.39247,0.20038,0
0,5681.81641,0.39308,0.21244,0
0,5681.83252,0.39066,0.20246,0
0,5681.84912,0.39271,0.20092,1
0,5681.86572,0.39394,0.2,1
0,5681.88184,0.39643,0.1993,1
0,5681.89893,0.39575,0.19879,1
0,5681.91504,0.39525,0.1984,1
0,5681.93115,0.39369,0.19775,1
0,5681.94971,0.3918,0.19802,1
0,5681.96729,0.39031,0.19873,1
0,5681.98438,0.39127,0.20004,1
0,5682,0.39062,0.2035,1
0,5682.0166,0.39002,0.20608,1
0,5682.0332,0.38648,0.1974,1
0,5682.04932,0.38335,0.18683,1
0,5682.06494,0.38057,0.17713,1
0,5682.08105,0.37718,0.17036,1
0,5682.09619,0.37505,0.1628,1
0,5682.11328,0.35848,0.12876,0
0,5682.12842,0.34178,0.07798,0
0,5682.14404,0.34069,0.07427,0
0,5682.16064,0.34088,0.0804,1
0,5682.17725,0.33847,0.08146,1
0,5682.19385,0.33859,0.07997,1
0,5682.20996,0.33842,0.07622,1
0,5682.22607,0.33702,0.07846,1
0,5682.24268,0.33588,0.0795,1
0,5682.25928,0.33492,0.07961,1
0,5682.27539,0.33311,0.07816,1
0,5682.29541,0.32881,0.06798,1
0,5682.31152,0.32529,0.06042,1
0,5682.32568,0.32304,0.05712,1
0,5682.34131,0.32027,0.05251,1
0,5682.35742,0.31802,0.05013,1
0,5682.37354,0.31566,0.04788,1
0,5682.39014,0.31419,0.04674,1
0,5682.40771,0.31284,0.04533,1
0,5682.42432,0.29444,0.02239,0
0,5682.44189,0.29567,0.01835,0
0,5682.45752,0.29558,0.01275,0
